Product Name,Price,Ratings,Model Number,Processor,RAM,Operating System,Storage,Warranty,Brand,text
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis,"₹1,14,990",4.1,,Intel Core Ultra 5 Processor,16 GB LPDDR5XRAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,SAMSUNG,"SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis for ₹₹1,14,990 - Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Touchscreen Display1 Year Onsite Warranty"
CHUWI,"₹16,490",4.3,,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor",(11th Gen)8 GB DDR4RAM,"/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 Operating System",256 GB SSD,"WPS Office, Operating System Software1 Year Onsite Warranty",CHUWI,"CHUWI for ₹₹16,490 - Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty"
HP 15 G9 (2025) AMD Ryzen 5 Hexa Core 5625U,"₹35,990",3.8,,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,"Microsoft Office 2021, Windows 11 Pro1 Year Onsite Warranty",HP,"HP 15 G9 (2025) AMD Ryzen 5 Hexa Core 5625U for ₹₹35,990 - AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Onsite Warranty"
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U,"₹39,990",4.1,,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,MSI,"MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U for ₹₹39,990 - AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty"
MSI Thin 15,"₹50,990",4.1,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,2 Year Onsite Warranty,MSI,"MSI Thin 15 for ₹₹50,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty"
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS,"₹54,990",4.4,,AMD Ryzen 7 Octa Core Processor,8 GB DDR5RAM,Windows 11 Home Operating System,512 GB SSD,1 Year Carry-in Warranty,ASUS,"ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS for ₹₹54,990 - AMD Ryzen 7 Octa Core Processor8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty"
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC,"₹73,990",4.1,,Intel Core Ultra 5 Processor,16 GB LPDDR5XRAM,Windows 11 Operating System,1 TB SSD,1Yr Warranty,Lenovo,"Lenovo IdeaPad Slim 5 WUXGA OLED AI PC for ₹₹73,990 - Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection"
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U,"₹41,990",4.3,AL15-41,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4RAM,Windows 11 Operating System,1 TB SSD,1 Year Onsite Warranty,Acer,"Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U for ₹₹41,990 - AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
DELL G15,"₹1,19,490",3.7,,Intel Core i7 Processor,(13th Gen)16 GB DDR5RAM,Windows 11 Operating System,1 TB SSD,,DELL,"DELL G15 for ₹₹1,19,490 - Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayAlienware Command Center,Dell Support Assist)1 Year Basic Onsite Service after remote diagnosis with Hardware-Only Support"
Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U,"₹47,990",4.4,,AMD Ryzen 7 Octa Core Processor,16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,,Lenovo,"Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U for ₹₹47,990 - AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection"
HP,"₹48,990",4.0,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,,HP,"HP for ₹₹48,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty"
Lenovo IdeaPad Slim 3,"₹49,990",4.2,,Intel Core i5 Processor,(12th Gen)16 GB LPDDR5RAM,Windows 11 Home Operating System,512 GB SSD,Office Home 20241 Year Carry-in Warranty,Lenovo,"Lenovo IdeaPad Slim 3 for ₹₹49,990 - Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty"
Lenovo AMD Ryzen 3 Quad Core 7330U,"₹31,990",4.3,,AMD Ryzen 3 Quad Core Processor,8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,,Lenovo,"Lenovo AMD Ryzen 3 Quad Core 7330U for ₹₹31,990 - AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty"
MSI Modern 15,"₹51,990",4.9,,Intel Core i7 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,1 TB SSD,1 Year Onsite Warranty,MSI,"MSI Modern 15 for ₹₹51,990 - Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
Acer Aspire 3,"₹17,990",3.4,A311-45,Intel Celeron Dual Core Processor,8 GB DDR4RAM,64 bit Windows 11 Home Operating System,512 GB SSD,1 Year Warranty,Acer,"Acer Aspire 3 for ₹₹17,990 - Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD29.46 cm (11.6 inch) Display1 Year Warranty"
Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U,"₹33,990",4.5,,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Carry-in Warranty,Acer,"Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U for ₹₹33,990 - AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty"
Lenovo IdeaPad Slim 1,"₹25,790",4.2,,Intel Celeron Dual Core Processor,8 GB DDR4RAM,64 bit Windows 11 Operating System,256 GB SSD,,Lenovo,"Lenovo IdeaPad Slim 1 for ₹₹25,790 - Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection"
MSI Modern 14,"₹39,990",4.1,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,MSI,"MSI Modern 14 for ₹₹39,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty"
MSI Modern 15,"₹31,990",4.2,,Intel Core i3 Processor,(12th Gen)8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Warranty,MSI,"MSI Modern 15 for ₹₹31,990 - Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty Term"
ASUS Vivobook Go 14 AMD Ryzen 5 Quad Core 7520U,"₹35,890",4.3,,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Office Home and Student 20211 Year Onsite Warranty,ASUS,"ASUS Vivobook Go 14 AMD Ryzen 5 Quad Core 7520U for ₹₹35,890 - AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty"
CHUWI,"₹16,490",5.0,,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor",(11th Gen)8 GB DDR4RAM,"/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 Operating System",256 GB SSD,"WPS Office, Operating System Software1 Year Onsite Warranty",CHUWI,"CHUWI for ₹₹16,490 - Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty"
Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS,"₹57,990",4.3,,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year International Travelers Warranty,Acer,"Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS for ₹₹57,990 - AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty (ITW)"
Lenovo AMD Ryzen 3 Quad Core 7330U,"₹33,990",4.3,,AMD Ryzen 3 Quad Core Processor,8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,Lenovo,"Lenovo AMD Ryzen 3 Quad Core 7330U for ₹₹33,990 - AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty"
Infinix ZERO BOOK ULTRA Series Laptop,"₹72,999",4.3,,Intel Core i9 Processor,(12th Gen)16 GB LPDDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,Infinix,"Infinix ZERO BOOK ULTRA Series Laptop for ₹₹72,999 - Intel Core i9 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty"
HP Backlit,"₹44,990",4.2,,Intel Core i5 Processor,(12th Gen)8 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP Backlit for ₹₹44,990 - Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis,"₹1,14,990",4.1,,Intel Core Ultra 5 Processor,16 GB LPDDR5XRAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,SAMSUNG,"SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis for ₹₹1,14,990 - Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Touchscreen Display1 Year Onsite Warranty"
DELL 15,"₹35,990",4.2,,Intel Core i3 Processor,(13th Gen)8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,,DELL,"DELL 15 for ₹₹35,990 - Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service"
MSI Crosshair 16 HX,"₹1,59,990",4.2,,Intel Core i7 Processor,(14th Gen)32 GB DDR5RAM,Windows 11 Operating System,1 TB SSD,2 Year Onsite Warranty,MSI,"MSI Crosshair 16 HX for ₹₹1,59,990 - Intel Core i7 Processor (14th Gen)32 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display2 Year Onsite Warranty"
Lenovo IdeaPad Slim 3 Backlit,"₹52,799",4.2,,Intel Core i5 Processor,(12th Gen)16 GB LPDDR5RAM,Windows 11 Operating System,512 GB SSD,,Lenovo,"Lenovo IdeaPad Slim 3 Backlit for ₹₹52,799 - Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection"
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U,"₹28,490",3.7,,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5RAM,Windows 11 Operating System,512 GB SSD,,Lenovo,"Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U for ₹₹28,490 - AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection"
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U,"₹29,990",4.2,,AMD Ryzen 3 Quad Core Processor,8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP 15 (2024) AMD Ryzen 3 Quad Core 7320U for ₹₹29,990 - AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
MSI Thin 15,"₹50,990",4.0,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,2 Year Onsite Warranty,MSI,"MSI Thin 15 for ₹₹50,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty"
MSI Sword 16 HX,"₹1,41,990",3.9,,Intel Core i7 Processor,(14th Gen)16 GB DDR5RAM,Windows 11 Operating System,1 TB SSD,2 Year Onsite Warranty,MSI,"MSI Sword 16 HX for ₹₹1,41,990 - Intel Core i7 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display2 Year Onsite Warranty"
Acer Aspire 3,"₹29,990",3.9,A325-51,Intel Core i3 Processor,(12th Gen)8 GB DDR4RAM,64 bit Windows 11 Home Operating System,512 GB SSD,One-year Warranty,Acer,"Acer Aspire 3 for ₹₹29,990 - Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOne-year Warranty"
HP,"₹48,990",4.3,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,,HP,"HP for ₹₹48,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty"
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS,"₹54,990",4.3,,AMD Ryzen 7 Octa Core Processor,8 GB DDR5RAM,Windows 11 Home Operating System,512 GB SSD,1 Year Carry-in Warranty,ASUS,"ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS for ₹₹54,990 - AMD Ryzen 7 Octa Core Processor8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty"
Lenovo V15 G2,"₹31,749",4.3,,Intel Core i3 Processor,(11th Gen)8 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,No1 Year Onsite Warranty,Lenovo,"Lenovo V15 G2 for ₹₹31,749 - Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayNo1 Year Onsite Warranty + 1 Year Accidental Damage Protection Add On"
Lenovo,"₹46,990",4.3,,Intel Core i7 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,Lenovo,"Lenovo for ₹₹46,990 - Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
MOTOROLA Motobook 60 Full Metal,"₹62,990",4.4,,Intel Core 5 (Series 2) Processor,16 GB DDR5RAM,64 bit Windows 11 Operating System,512 GB SSD,Office Home 20241 Year Onsite Warranty,MOTOROLA,"MOTOROLA Motobook 60 Full Metal for ₹₹62,990 - Intel Core 5 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty"
MOTOROLA Motobook 60 Full Metal,"₹70,990",3.6,,Intel Core 7 (Series 2) Processor,16 GB DDR5RAM,64 bit Windows 11 Operating System,512 GB SSD,Office Home 20241 Year Onsite Warranty,MOTOROLA,"MOTOROLA Motobook 60 Full Metal for ₹₹70,990 - Intel Core 7 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty"
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U,"₹29,990",3.8,,AMD Ryzen 3 Quad Core Processor,8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP 15 (2024) AMD Ryzen 3 Quad Core 7320U for ₹₹29,990 - AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
CHUWI,"₹16,490",4.8,,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor",(11th Gen)8 GB DDR4RAM,"/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 Operating System",256 GB SSD,"WPS Office, Operating System Software1 Year Onsite Warranty",CHUWI,"CHUWI for ₹₹16,490 - Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty"
Infinix X3 Slim,"₹42,990",4.1,,Intel Core i7 Processor,(12th Gen)16 GB LPDDR4XRAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,Infinix,"Infinix X3 Slim for ₹₹42,990 - Intel Core i7 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty"
Lenovo IdeaPad Slim 1,"₹22,000",4.4,,Intel Celeron Dual Core Processor,8 GB DDR4RAM,Windows 11 Operating System,256 GB SSD,,Lenovo,"Lenovo IdeaPad Slim 1 for ₹₹22,000 - Intel Celeron Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection"
DELL 15,"₹47,490",3.8,,Intel Core i5 Processor,(12th Gen)8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,"My Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",DELL,"DELL 15 for ₹₹47,490 - Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty"
HP AMD Ryzen 5 Quad Core 7520U,"₹39,490",4.3,15-fc0156AU,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP AMD Ryzen 5 Quad Core 7520U for ₹₹39,490 - AMD Ryzen 5 Quad Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
MSI Modern 14,"₹41,500",4.1,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,MSI,"MSI Modern 14 for ₹₹41,500 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty"
HP 15s,"₹46,490",4.1,fy5008TU,Intel Core i5 Processor,(12th Gen)8 GB DDR4RAM,Windows 11 Home Operating System,512 GB SSD,1 Year Carry-in Warranty,HP,"HP 15s for ₹₹46,490 - Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty"
Lenovo LOQ,"₹1,12,491",4.3,,Intel Core i7 Processor,(13th Gen)24 GB DDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Carry-in Warranty,Lenovo,"Lenovo LOQ for ₹₹1,12,491 - Intel Core i7 Processor (13th Gen)24 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty"
Lenovo IdeaPad Flex 5,"₹53,990",4.0,,Intel Core i3 Processor,(13th Gen)8 GB LPDDR4XRAM,Windows 11 Operating System,512 GB SSD,1Yr Warranty,Lenovo,"Lenovo IdeaPad Flex 5 for ₹₹53,990 - Intel Core i3 Processor (13th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection"
HP Pavilion,"₹69,990",4.1,16-af0056TU,Intel Core Ultra 5 Processor,16 GB LPDDR5RAM,Windows 11 Operating System,1 TB SSD,1 Year Onsite Warranty,HP,"HP Pavilion for ₹₹69,990 - Intel Core Ultra 5 Processor16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1 Year Onsite Warranty"
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS,"₹52,990",4.2,,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,ASUS,"ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS for ₹₹52,990 - AMD Ryzen 5 Hexa Core Processor8 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
Acer Aspire 3,"₹23,490",4.9,A325-45,Intel Celeron Dual Core Processor,8 GB LPDDR4XRAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,Acer,"Acer Aspire 3 for ₹₹23,490 - Intel Celeron Dual Core Processor8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
Infinix Y3 Max Series,"₹39,990",4.1,,Intel Core i7 Processor,(12th Gen)16 GB LPDDR4XRAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,Infinix,"Infinix Y3 Max Series for ₹₹39,990 - Intel Core i7 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty"
